<br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *waves at Nami* - Wed Dec  2 05:44:44 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What? - Wed Dec  2 08:11:31 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What I do? - Wed Dec  2 08:11:31 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Forgot to tell you. - Wed Dec  2 08:11:31 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Trilll don't starve take my rice. - Wed Dec  2 08:11:31 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) thinks: I wonder...... - Wed Dec  2 08:12:22 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) thinks: I wonder if I can get it before the exams. - Wed Dec  2 08:12:22 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: All the Earth users have a big misiion coming up. - Wed Dec  2 08:12:22 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What is it? - Wed Dec  2 08:12:22 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: I dont like rice koji. - Wed Dec  2 08:12:22 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Ea- wait you can use Earth too, bro? - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sure can Green. - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Okay. - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: ANyways. - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: There is the mine that me and Iza found a couple months ago. - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Grr~~~ I need to learn another element! - Wed Dec  2 08:13:13 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hm, no need to use elements. - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: We are gogin to go and find out hwat that imortal woman was hell bent on findeing and retrive all the gold anad dimonds in it. - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: They help out everynow and then Nami. - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What immortal women? - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: When? - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: And where? - Wed Dec  2 08:14:04 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Its was one of fuji's solids. - Wed Dec  2 08:14:56 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: And what do you mean what imortal Woman. - Wed Dec  2 08:14:56 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: She was Imortal. - Wed Dec  2 08:14:56 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: But we beat her. - Wed Dec  2 08:14:56 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: So no worries. - Wed Dec  2 08:14:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That makes no sense. - Wed Dec  2 08:15:47 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: How do you beat an imortal? - Wed Dec  2 08:15:47 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: You cut there head off and bury it duh. - Wed Dec  2 08:15:47 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: But thats not  the point. - Wed Dec  2 08:15:47 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Kill them like you'd kill Edward! - Wed Dec  2 08:16:38 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: .... - Wed Dec  2 08:16:38 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Wow, - Wed Dec  2 08:16:38 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That is a good way. - Wed Dec  2 08:16:38 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Unless someone digs the head up. - Wed Dec  2 08:17:29 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . . .  - Wed Dec  2 08:17:29 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Green has a good point Trill. - Wed Dec  2 08:18:20 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Im not stupid GR. - Wed Dec  2 08:18:20 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: I broke the body apart and hid them in vauirs locations. - Wed Dec  2 08:18:20 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: With all kinds of traps. - Wed Dec  2 08:18:20 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Will never see her again. - Wed Dec  2 08:19:12 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: That sounds gross. - Wed Dec  2 08:19:12 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: But I guess it works - Wed Dec  2 08:19:12 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: For the good of everyone some things must be done. - Wed Dec  2 08:19:12 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Her justu was crazy. - Wed Dec  2 08:20:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Well then. . . .  - Wed Dec  2 08:20:03 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: She stabbed her self while in this cirlce and I felt the pain. - Wed Dec  2 08:20:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaaa? - Wed Dec  2 08:20:54 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: That sounds creepy~ - Wed Dec  2 08:20:54 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Was she a magician? - Wed Dec  2 08:20:54 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: So if you ever see somone make a cricle and lik thier wepon after they have cut you. - Wed Dec  2 08:20:54 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Snatch them out of it and then cut they head off bury it . - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Alright. - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Thats how you beat them. - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hope that never happens but, alright. - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Wait the licked the blood from their weapon? - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: *they - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Yup it was mad scary. - Wed Dec  2 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Me and Iza always have cool adventures though. - Wed Dec  2 08:22:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: She sounds scurrry. - Wed Dec  2 08:22:36 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: That's supper ew! What if the person had something? That's jutsu is gross. - Wed Dec  2 08:22:36 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hm - Wed Dec  2 08:22:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs at Green* - Wed Dec  2 08:22:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: lol I was bout to be hype as a mofo0 - Wed Dec  2 08:26:01 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Nah i don't_ - Wed Dec  2 08:26:52 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hiro, does Green know how to fight? - Wed Dec  2 08:33:42 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: He is fresh out of the academy. - Wed Dec  2 08:33:42 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: I see. What is his profession? - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That I don't know. - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What is it Green? - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Uh... zapping people? - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: So you like Ninjutsu? - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Mhm - Wed Dec  2 08:34:33 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Well, awesome. We all can get some training in. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Hiroshi, me and you can spar. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: While dodging his ninjutsu. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: If he has any ranged ones. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That sounds wreckless. . .  - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I like it. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Not yet. Trill is suppose to teach me stuff though. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Even better. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: You can learn and use us as target practice. - Wed Dec  2 08:35:24 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Hmmmm. - Wed Dec  2 08:36:16 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Oh yeah okay. - Wed Dec  2 08:36:16 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: GR. - Wed Dec  2 08:36:16 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: I have a move for you to learn watch me. - Wed Dec  2 08:36:16 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: Lets go Hiroshi. - Wed Dec  2 08:36:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sure thing. - Wed Dec  2 08:37:07 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Step back Green. - Wed Dec  2 08:37:07 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Who went first last time Nami? - Wed Dec  2 08:37:58 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) says: No idea. You can go. - Wed Dec  2 08:37:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Alright. - Wed Dec  2 08:37:58 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Practice later though... Time to watch fights! - Wed Dec  2 08:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: 16.4_ - Wed Dec  2 08:44:48 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) quickly took off as well, meeting Hiroshi half way instead of giving him the pleasure of making it all of the way to her quickly. With a smile, Kinami would bring her leg up quickly, aiming to kick towards Hiroshi's head as well. She wouldn't back down, quickly spinning with the attack and sending a quick kick towards his head. The speed was only slightly backed down so that he could focus on and dodge the attack. This was, however, if he was able to pull back from his own kick to complete the attack.

Whether he had pulled back or not, Kinami would continue on with her attack. He was only slightly faster than her, but she had enough time to get her leg up after all. Considering her defense and power, she assumed that she would push Hiroshi's leg back either way without taking any damage. This attack wouldn't really hurt Hiroshi either, simply press his legs back. And then, Kinami would drop down and aim to sweep Hiroshi's leg as well. They'd probably clash once again, but the only difference was that Kinami would continue spinning afterwards.* - Wed Dec  2 08:46:30 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Great fighters. - Wed Dec  2 08:53:20 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Woot! Kick her butt Blue! - Wed Dec  2 08:56:44 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) felt her kick connect, a smirk forming on her face quickly. Kinami would continue to push on with the spin, pushing her body slightly as she escalated the D-rank jutsu to that of a C-rank jutsu. Her body continued to spin, and it seemed to even get more and more speed with said spin. Kinami's foot would slowly begin to lift Hiro up from the ground, doing more and more damage to him as well. As Hiro went up, she followed after him, still spinning.

Hiro would find that kicks were going higher on his body as well, hitting him quickly in the stomach a few times and even in the chest a few times as they raised into the air. Her body seemed to move effortlessly and flowed perfectly. It was amazing how much of a taijutsu fighter that she was, she focused on nothing but taijutsu everyday, and that's where she had the advantage.

When she was as high in the air as she ever aimed to be, she'd rotate powerfully and kick him in the shoulder, pushing off of his body and moving towards the ground to look up at his suspended body. Kinami could only piece together moves and combos so quick, but she was piecing this one together quickly for her first time doing it. Hiro was at her mercy in the air, and she would take full advantage of it. She was on the ground for now, but next turn she would be moving.* - Wed Dec  2 08:57:36 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) sighed slightly as she bent her knees slightly and leaned forward. Jumping with full power, she'd shoot up into the air, disappearing suddenly. If they looked around for her, they'd notice that she was behind Hiroshi, perfectly in his shadow. He'd know the jutsu well, in fact. Or maybe Momura would know this jutsu well. One of them knew this jutsu and tried to use it on her, that's all that she knew. And she wasn't going for it, not one bit!

"Hey Hiro, time for my secret technique.~" As she said this, she'd throw the kick to Hiroshi's left side, aiming to get him to turn that way. And from there, she'd kick off of his body and rotate her own body, her leg leading the way to hit him hard in the right side as well. With this, Kinami would use her strength to pull her body up lightly, using another foot to kick him in the right side once again. The people around would also notice that they were falling to the ground pretty quickly now.

With this, Kinami was well above Hiroshi's body, her body still spinning quickly. As they neared the ground, Kinami would stretch out her foot once more, her heel dropping right on top of Hiroshi's stomach. Luckily he had the shell on his back so he didn't feel the kick connecting with the ground, he was spared of a bit of damage. But he finally felt the move that she yelled out the moment she landed the kick in his stomach. "Nami Barrage!" After landing this, she'd kick her body backwards, doing a small backflip to land a bit of ways away from him.* - Wed Dec  2 09:08:41 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) whispers: (30 damage, or 20 maybe, whatever medium damage is for you lol) - Wed Dec  2 09:10:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: Idk which it is it don't matter.  We just stick with med  damage lol) - Wed Dec  2 09:11:15 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Good guess. - Wed Dec  2 09:14:40 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hi, Koji. - Wed Dec  2 09:15:31 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Hey Mirai! - Wed Dec  2 09:16:22 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Can't take another one of those. . .heheheheh. - Wed Dec  2 09:16:22 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) thinks: Need to organize my lingerie closet. - Wed Dec  2 09:16:22 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Quit playin', Hideo! - Wed Dec  2 09:17:13 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Damn. . Making sand angels. - Wed Dec  2 09:17:13 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Can't he see Kinami is trying to hurt him? - Wed Dec  2 09:17:13 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) hit the backflip most likely, skidding against the ground until she came to a stop. Nodding lightly, she'd look over towards Trill and Sanoke. "Hey guys, could we get some ninjutsu or something to dodge while we spar?"* - Wed Dec  2 09:18:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Damnit. . Sanoke would come right now wouldn't he?. . .  - Wed Dec  2 09:18:04 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Dang, Blue your girlfriend kicks but!... Well more like kicks your butt but that's besides the pint, heheh. - Wed Dec  2 09:18:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Aww great. . My own little bro is coming at me now. . .  - Wed Dec  2 09:18:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: I could.. . . No. . I'll save all that for the chuunins. .  - Wed Dec  2 09:19:47 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yo! - Wed Dec  2 09:20:38 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Teach me something new! - Wed Dec  2 09:20:38 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Let's go to the hide out. - Wed Dec  2 09:20:38 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yahh, lets go. - Wed Dec  2 09:21:29 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Oh. . .Maybe I shouldn't have gotten involved! - Wed Dec  2 09:21:29 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Feel free to come if you want Sanoke. - Wed Dec  2 09:21:29 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hey! I'm going to make them dodge for a while, okay? I'll be there in like three minutes. - Wed Dec  2 09:22:20 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: This damn Sanoke. . . What is he trying to accomplish here today? - Wed Dec  2 09:22:20 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You probably wanna watch your cousin or whatever fight though. - Wed Dec  2 09:22:20 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) heard the name of the technique, which caused Kinami's eyes to burst open. A ninjutsu hitting her from Sanoke would probably break her in half. And so, she moved quickly, shedding her shell quickly. And then, she'd break forward quickly, her eyes splitting focus between both Hiroshi and the bullets that were firing towards her. When she arrived at Hiroshi, Kinami would leap forward slightly, closing the smaller gap even quicker. "Dynamic Entry!" Her foot aimed to plant itself into his chest, her body twisting and contorting to dodge the bullets whenever she had to.* - Wed Dec  2 09:23:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: I never asked but what is yo as?) - Wed Dec  2 09:23:12 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) whispers: (14.9) - Wed Dec  2 09:24:03 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Hmm.\ - Wed Dec  2 09:24:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: Okie dokie) - Wed Dec  2 09:24:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: My strength is 19.9) - Wed Dec  2 09:27:28 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: you don't have to tell me yours just show it in da rp who won it) - Wed Dec  2 09:27:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Ultra, Superb. . . WIND BULLET BARR--- Oh. . Uh.. - Wed Dec  2 09:34:17 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Dunno. Got a lot on my plate, Trill. - Wed Dec  2 09:34:17 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Looks like you should get some Aids. - Wed Dec  2 09:34:17 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Gramps had them. - Wed Dec  2 09:34:17 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I really should. Hah, I don't even got body guards. - Wed Dec  2 09:35:08 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: But eh. . .Don't plan on being Kage for that long anyway. - Wed Dec  2 09:35:08 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Ohhhh I could toalty be a gaurd. - Wed Dec  2 09:36:00 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Like.....I have no idela what my job is around here anyway. - Wed Dec  2 09:36:00 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Since my promotion. - Wed Dec  2 09:36:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: A special Jounin -- You're a leader. - Wed Dec  2 09:36:51 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) 's foot quickly clashed with Hiroshi's. They were closely matched, but Hiroshi was only slightly stronger, much so that you probably couldn't tell just from their clash itself. Kicking her body off of his foot, Kinami would do another simple flip in the air, her body landing just in front of the shell that was behind her. From there, Kinami would smirk slightly, before shooting forward once again, her body low and poised to dodge at any moment. 

Once she got close to Hiroshi, Kinami would pull a fist up to throw it forward towards his nose. She expected him to dodge this, of course, but it still was going towards his nose. Another attack would come towards his lower body, going directly forward towards his left ribcage. This strong hook followed some power behind it as well. By now, Kinami's body was still for long enough, and she was sure that something was coming her way.

Whether Hiro had dodged the attacks or not, Kinami would jump backwards, her body spinning as she dodged some of the attacks. Her back arched hard as she saw a bullet flying over her chest, her leg lifting up to allow a bullet to fly past her as well. Her eyes once again cut over to Sanoke, deciding to tease him just a bit. "You'll have to do a bit more than that. We're used to dodging ninjutsu while pushing on with the taijutsu fight!"

At that moment, it seemed that three more clones were suddenly put into the mix. Kinami grinned slightly, and turned back towards Hiroshi. "Welp, I guess he stepped up to the plate, huh?" After saying that, Kinami would quickly take up her Kung Fu stance, her body never staying still now as she dodged all of the bullets that were coming her way. Her body turned and twisted, spinning and ducking down. It was like she was being tazed or something, only instead of her muscles locking up it made her limbs go crazy.* - Wed Dec  2 09:36:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Just below that of an actual shinobi. - Wed Dec  2 09:36:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I look to you to be an example of what a shinobi should be. - Wed Dec  2 09:36:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And of course, when the time comes. - Wed Dec  2 09:36:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You'll be the one i look to take on my more important misisons. - Wed Dec  2 09:36:51 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Ohhhh.. Okay i see i see so Master Yans old job got it. - Wed Dec  2 09:37:42 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) thinks: Good thing I didnt listen to Realiam today and ripped that guys intestnine out whew that would have been bad. - Wed Dec  2 09:38:33 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Hopefullay this mine thing makes everyone filthy stinking rich. - Wed Dec  2 09:40:16 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Ohhh and why isnt walking on walls taught at the acadamy? - Wed Dec  2 09:40:16 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? . .  - Wed Dec  2 09:41:07 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Uh. Dunno. - Wed Dec  2 09:41:07 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Good question. I'll add it. - Wed Dec  2 09:41:07 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Yeah Hiro just taught me how to do it. - Wed Dec  2 09:41:58 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What. .  - Wed Dec  2 09:42:49 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Damn. I'll host a lesson later. - Wed Dec  2 09:42:49 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) whispers: (you also don't -have- to take hits, just to let you know) - Wed Dec  2 09:47:05 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) whispers: (if you feel like blocking them or redirecting them, its fine too) - Wed Dec  2 09:47:05 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: Yea its cool Hiro needs to toughen up XD) - Wed Dec  2 09:47:05 2015
<br><br><font color=teal>*Kinami Hassan(Ninasky115) whispers: (oh, alright xD) - Wed Dec  2 09:47:05 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) quickly moved back, her body still moving to dodge these attacks from the bullets. It was pretty fun, she had to admit. And she was still getting some work and training done. As Hiroshi came forward and the bullets roared past them both, she grinned. The training was getting quite serious, so Kinami would follow suit. Her face quickly stoned up as she began focusing extremely hard, nothing was said by her, her face would just show that Hassan determination, mhm.

Her body seemed to move by itself, her arms being thrown in front of her as she took a step forward. Her eyes watched over Hiroshi's movements intently, making sure to keep what he did close to her memory and knowing how to react to it. As he charged and threw a left hook towards Kinami, she would quickly jump back, her eyes still studying his movements. She noticed the attack coming towards her stomach now.

Moving her hand down, she aimed on grabbing the knee to stop its momentum quickly. After stopping it, Kinami would look up at his eyes before pushing him back, her feet pushing her back as well as a large baseball sized bullet flew between the two. After Kinami had dodged it, she would move forward once again, her eyes still zooming everywhere at once. Leaping up slightly to let a ball fly under her feet, she'd look Hiroshi right in his eyes.

She knew that he would have to stand up from the ground to fight back. And knowing him, he wouldn't want to seem weaker than his girlfriend in front of Hiroshi and Sanoke. So, she quickly threw a kick towards where his head would be going. However, Kinami didn't expect it to be that easily. As the clones moved quickly, she had to quickly react once again, canceling her attack completely to avoid getting obliterated.

Placing her foot on Hiroshi's shoulder, assuming he had gotten up even slightly, Kinami would throw her body off of his by kicking off with all of her strength. He would most likely go back down into the sand, giving hi more time to react overall to the bullets. Kinami was in the air, her body twisting and turning as she dodged the bullets, her feet landing onto the ground. There was no skid or anything this time, her feet was continuously moving. Luckily she had a lot of stamina to do all of this moving.* - Wed Dec  2 09:55:37 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Hey Sanoke, Akira told me he gave the key to his house to you. Is that correct? - Wed Dec  2 10:12:41 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Mhm. - Wed Dec  2 10:13:32 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Akira told me, he gave it to you to give it to me. I really like to have it. - Wed Dec  2 10:14:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . Hrm. .  - Wed Dec  2 10:15:15 2015
<br><br><font color=yellow>*Kinami Hassan(Ninasky115) kept her body moving as she spun and rotated around. Looking over at Hiroshi as he spoke, she began to talk. "I got the idea from Sensei, only this time it's way more dangerous and I have an even sparring partner." Cutting her sentence, she'd quickly move over towards him as her arms were pulled up. "Besides, it means you'll have to think less and react more. Less time wasted on overthinking things!"

Right then, the attacks started. Kinami jumped up slightly to send a quick spinning kick towards Hiroshi. She watched as he lowered his arms to block the attack, but instead of just letting it stop, he used the momentum to spin his body quickly and lift up one of his legs. With said leg and the spin, Hiroshi would throw a powerful kick, which Kinami would lift her arm up to block. At that moment, they'd seperate only about a foot, before jumping back into the attack.

Kinami quickly brought up an attack, another kick towards his head. He lifted his arm to block it, and instead send a quick swipe at Kinami's leg that was on the ground. This caught her off guard and made her lose her footing, however she quickly caught herself and put both hands on the ground, using her strength to push herself up and keep her up. Her body quickly began spinning on her hands, similar to a spinning top.

Hiroshi wouldn't have noticed this one for sure, and took a quick yet harmless kick towards his shoulder. He grinned as she did, and she quickly jumped up to send a kick towards his head. At that same moment, Hiroshi seemed to slide down to kick the girl in her head, since she was upside down it'd make sense that he went with the slide. They missed each other just barely, it seems.

